Angemessenheit	Angemessenheit	NN	positive	0.0040/-/-	L
Anhang	Anhang	NN	positive	0.5/0.5/0	D
Anhebung	Anhebung	NN	positive	0.0040/-/-	L
Anheiterung	Anheiterung	NN	positive	0.0040/-/-	L
Anhänger	Anhänger	NN	positive	0/0.666667/0.333333	D
Anhängerin	Anhängerin	NN	positive	-/-/-	D
Ankurbelung	Ankurbelung	NN	positive	0.0040/-/-	L
Anlageziel	Anlageziel	NN	positive	-/-/-	D
Anlenkung	Anlenkung	NN	positive	-/-/-	D
Anmut	Anmut	NN	positive	-/-/-	D
Anmutung	Anmutung	NN	positive	1/0/0	D
Annehmlichkeit	Annehmlichkeit	NN	positive	0.0040/-/-	L
Annäherung	Annäherung	NN	positive	0.0040/-/-	L
Anpassbarkeit	Anpassbarkeit	NN	positive	-/-/-	D
Anpassung	Anpassung	NN	positive	0.0040/-/-	L
Anpassungsfähigkeit	Anpassungsfähigkeit	NN	positive	0.0040/-/-	L
Anraten	Anraten	NN	positive	0/0.5/0.5	D
Anrecht	Anrecht	NN	positive	-/-/-	D
Anregung	Anregung	NN	positive	0/0/1	D
Anreicherung	Anreicherung	NN	positive	0.0040/-/-	L
Anreiz	Anreiz	NN	positive	-/-/-	D
Anreizung	Anreizung	NN	positive	-/-/-	D
Anschluss	Anschluss	NN	positive	0.204545/0.5/0.295455	D
Ansehen	Ansehen	NN	positive	0.315789/0.473684/0.210526	D
Ansporn	Ansporn	NN	positive	-/-/-	D
Anspornung	Anspornung	NN	positive	-/-/-	D
Ansprechvermögen	Ansprechvermögen	NN	positive	-/-/-	D
Anspruch	Anspruch	NN	positive	0.0040/-/-	L
Anstand	Anstand	NN	positive	0.0040/-/-	L
Anstandsgefühl	Anstandsgefühl	NN	positive	-/-/-	D
Anstelligkeit	Anstelligkeit	NN	positive	-/-/-	D
Anstieg	Anstieg	NN	positive	0.0040/-/-	L
Ansturm	Ansturm	NN	positive	-/-/-	D
Anständigkeit	Anständigkeit	NN	positive	0.0040/-/-	L
Anteil	Anteil	NN	positive	0.0040/-/-	L
Antrieb	Antrieb	NN	positive	0/1/0	D
Antriebskraft	Antriebskraft	NN	positive	-/-/-	D
Antriebsleistung	Antriebsleistung	NN	positive	-/-/-	D
Anwendungsempfehlung	Anwendungsempfehlung	NN	positive	-/-/-	D
Anzahlung	Anzahlung	NN	positive	-/-/-	D
Anziehung	Anziehung	NN	positive	0.0040/-/-	L
Anziehungskraft	Anziehungskraft	NN	positive	-/-/-	D
Anziehungspunkt	Anziehungspunkt	NN	positive	-/-/-	D
Anzug	Anzug	NN	positive	0/1/0	D
Apotheose	Apotheose	NN	positive	-/-/-	D
Applaus	Applaus	NN	positive	0.0871/-/-	L
Approbation	Approbation	NN	positive	-/-/-	D
Arbeitgeberleistung	Arbeitgeberleistung	NN	positive	-/-/-	D
Arbeitseifer	Arbeitseifer	NN	positive	-/-/-	D
Arbeitsleistung	Arbeitsleistung	NN	positive	-/-/-	D
Arretierung	Arretierung	NN	positive	0.166667/0.333333/0.5	D
Artigkeit	Artigkeit	NN	positive	-/-/-	D
Assekuranz	Assekuranz	NN	positive	-/-/-	D
Attraktivität	Attraktivität	NN	positive	0.0040/-/-	L
Aufbau	Aufbau	NN	positive	0.352941/0.176471/0.470588	D
Aufbereitung	Aufbereitung	NN	positive	0.0040/-/-	L
Aufbesserung	Aufbesserung	NN	positive	0.0040/-/-	L
Aufeinanderabstimmung	Aufeinanderabstimmung	NN	positive	-/-/-	D
Auferstehung	Auferstehung	NN	positive	0.0040/-/-	L
Auferweckung	Auferweckung	NN	positive	-/-/-	D
Auffassungsgabe	Auffassungsgabe	NN	positive	-/-/-	D
Auffassungsvermögen	Auffassungsvermögen	NN	positive	-/-/-	D
Aufgeklärtheit	Aufgeklärtheit	NN	positive	-/-/-	D
Aufgeld	Aufgeld	NN	positive	-/-/-	D
Aufgeregtheit	Aufgeregtheit	NN	positive	-/-/-	D
Aufgewecktheit	Aufgewecktheit	NN	positive	-/-/-	D
Aufhellung	Aufhellung	NN	positive	-/-/-	D
Aufklärung	Aufklärung	NN	positive	0/1/0	D
Aufmerksamkeit	Aufmerksamkeit	NN	positive	0.0040/-/-	L
Aufmunterung	Aufmunterung	NN	positive	0.0040/-/-	L
Aufnahme	Aufnahme	NN	positive	0.372093/0.348837/0.27907	D
Aufrichtigkeit	Aufrichtigkeit	NN	positive	0.0040/-/-	L
Aufschwung	Aufschwung	NN	positive	0.0040/-/-	L
Aufsteiger	Aufsteiger	NN	positive	-/-/-	D
Aufstieg	Aufstieg	NN	positive	0.0040/-/-	L
Aufstockung	Aufstockung	NN	positive	0.0040/-/-	L
Auftrag	Auftrag	NN	positive	0.0040/-/-	L
Auftrieb	Auftrieb	NN	positive	0.0040/-/-	L
Aufwertung	Aufwertung	NN	positive	0.0040/-/-	L
Aufwärtstrend	Aufwärtstrend	NN	positive	0.0040/-/-	L
Augenweide	Augenweide	NN	positive	0.0844/-/-	L
Augenzwinkern	Augenzwinkern	NN	positive	-/-/-	D
Ausbau	Ausbau	NN	positive	0.0040/-/-	L
Ausbildung	Ausbildung	NN	positive	0.0040/-/-	L
Ausblick	Ausblick	NN	positive	-/-/-	D
Ausdauer	Ausdauer	NN	positive	0.0886/-/-	L
Ausfallsicherheit	Ausfallsicherheit	NN	positive	-/-/-	D
Ausgeglichenheit	Ausgeglichenheit	NN	positive	-/-/-	D
Ausgelassenheit	Ausgelassenheit	NN	positive	-/-/-	D
Ausgleich	Ausgleich	NN	positive	0.0040/-/-	L
Ausgleichszahlung	Ausgleichszahlung	NN	positive	0.0040/-/-	L
Ausgrabung	Ausgrabung	NN	positive	-/-/-	D
Aushilfe	Aushilfe	NN	positive	-/-/-	D
Aushängeschild	Aushängeschild	NN	positive	-/-/-	D
Auskunft	Auskunft	NN	positive	0.1/0.6/0.3	D
Auslese	Auslese	NN	positive	0/0/1	D
Aussagekraft	Aussagekraft	NN	positive	1/0/0	D
Aussicht	Aussicht	NN	positive	0/1/0	D
Ausstrahlung	Ausstrahlung	NN	positive	0.333333/0.333333/0.333333	D
Auszahlung	Auszahlung	NN	positive	-/-/-	D
Auszeichnung	Auszeichnung	NN	positive	0.0040/-/-	L
Authentizität	Authentizität	NN	positive	0.0040/-/-	L
Autonomie	Autonomie	NN	positive	0.0040/-/-	L
Bake	Bake	NN	positive	-/-/-	D
Bankzins	Bankzins	NN	positive	-/-/-	D
Barmherzigkeit	Barmherzigkeit	NN	positive	-/-/-	D
Beachtung	Beachtung	NN	positive	0/1/0	D
Bedachtsamkeit	Bedachtsamkeit	NN	positive	-/-/-	D
Bedeutsamkeit	Bedeutsamkeit	NN	positive	-/-/-	D
Bedeutung	Bedeutung	NN	positive	0.0040/-/-	L
Bedächtigkeit	Bedächtigkeit	NN	positive	-/-/-	D
Befeuerung	Befeuerung	NN	positive	-/-/-	D
Beflissenheit	Beflissenheit	NN	positive	-/-/-	D
Befolgung	Befolgung	NN	positive	0/1/0	D
Befreiung	Befreiung	NN	positive	0.0040/-/-	L
Befriedigung	Befriedigung	NN	positive	0.0040/-/-	L
Befugnis	Befugnis	NN	positive	-/-/-	D
Befunken	Befunken	NN	positive	-/-/-	D
Befähigung	Befähigung	NN	positive	-/-/-	D
Beförderer	Beförderer	NN	positive	-/-/-	D
Beförderung	Beförderung	NN	positive	0.0040/-/-	L
Befürworter	Befürworter	NN	positive	-/-/-	D
Befürworterin	Befürworterin	NN	positive	-/-/-	D
Befürwortung	Befürwortung	NN	positive	-/-/-	D
Begabung	Begabung	NN	positive	-/-/-	D
Begehr	Begehr	NN	positive	-/-/-	D
Begehrlichkeit	Begehrlichkeit	NN	positive	0/1/0	D
Begeisterte	Begeisterte	NN	positive	-/-/-	D
Begeisterung	Begeisterung	NN	positive	0.32/-/-	L
Begeisterungsfähigkeit	Begeisterungsfähigkeit	NN	positive	-/-/-	D
Begeisterungstaumel	Begeisterungstaumel	NN	positive	-/-/-	D
Begier	Begier	NN	positive	-/-/-	D
Begierde	Begierde	NN	positive	-/-/-	D
Beginn	Beginn	NN	positive	0.294118/0.470588/0.235294	D
Beglaubigung	Beglaubigung	NN	positive	-/-/-	D
Beglaubigungsbrief	Beglaubigungsbrief	NN	positive	-/-/-	D
Beglückung	Beglückung	NN	positive	-/-/-	D
Beglückwünschung	Beglückwünschung	NN	positive	-/-/-	D
Begnadigung	Begnadigung	NN	positive	0.0040/-/-	L
Begünstigung	Begünstigung	NN	positive	0.0040/-/-	L
Behaglichkeit	Behaglichkeit	NN	positive	-/-/-	D
Behebung	Behebung	NN	positive	0/0/1	D
Behutsamkeit	Behutsamkeit	NN	positive	-/-/-	D
Behändigkeit	Behändigkeit	NN	positive	-/-/-	D
Beifall	Beifall	NN	positive	0.3265/-/-	L
Beifallsruf	Beifallsruf	NN	positive	0.0040/-/-	L
Beifallssturm	Beifallssturm	NN	positive	-/-/-	D
Beilegung	Beilegung	NN	positive	0.0040/-/-	L
Beisteuerung	Beisteuerung	NN	positive	0.0040/-/-	L
Beitrag	Beitrag	NN	positive	0/1/0	D
Beitritt	Beitritt	NN	positive	0.0040/-/-	L
Bejahung	Bejahung	NN	positive	-/-/-	D
Bekannte	Bekannte	NN	positive	0.2/0.5/0.3	D
Bekräftigung	Bekräftigung	NN	positive	0.0040/-/-	L
Belastbarkeit	Belastbarkeit	NN	positive	0.0040/-/-	L
Belebtheit	Belebtheit	NN	positive	0.0040/-/-	L
Belebung	Belebung	NN	positive	-/-/-	D
Beleuchtung	Beleuchtung	NN	positive	0.428571/0.238095/0.333333	D
Belieben	Belieben	NN	positive	-/-/-	D
Beliebtheit	Beliebtheit	NN	positive	0.0040/-/-	L
Belobigung	Belobigung	NN	positive	-/-/-	D
Belohnung	Belohnung	NN	positive	0.0813/-/-	L
Belustigung	Belustigung	NN	positive	-/-/-	D
Benefiz	Benefiz	NN	positive	0.0040/-/-	L
Benefizvorstellung	Benefizvorstellung	NN	positive	-/-/-	D
Beredsamkeit	Beredsamkeit	NN	positive	-/-/-	D
Beredtheit	Beredtheit	NN	positive	-/-/-	D
Bereicherung	Bereicherung	NN	positive	0.0040/-/-	L
Bereinigung	Bereinigung	NN	positive	-/-/-	D
Bereitschaft	Bereitschaft	NN	positive	0.0040/-/-	L
Bereitstellung	Bereitstellung	NN	positive	0.0040/-/-	L
Bereitwilligkeit	Bereitwilligkeit	NN	positive	-/-/-	D
Bergfest	Bergfest	NN	positive	-/-/-	D
Beruhigung	Beruhigung	NN	positive	0.0040/-/-	L
Berühmtheit	Berühmtheit	NN	positive	-/-/-	D
Beschaulichkeit	Beschaulichkeit	NN	positive	-/-/-	D
Bescheidenheit	Bescheidenheit	NN	positive	0.0852/-/-	L
Beschirmer	Beschirmer	NN	positive	-/-/-	D
Beschleunigung	Beschleunigung	NN	positive	0.0040/-/-	L
Beschwichtigung	Beschwichtigung	NN	positive	0.0040/-/-	L
Beschützer	Beschützer	NN	positive	-/-/-	D
Besichtiger	Besichtiger	NN	positive	-/-/-	D
Besiegung	Besiegung	NN	positive	-/-/-	D
Besinnung	Besinnung	NN	positive	-/-/-	D
Besitz	Besitz	NN	positive	0.0040/-/-	L
Besonnenheit	Besonnenheit	NN	positive	-/-/-	D
Besserung	Besserung	NN	positive	0.0040/-/-	L
Bestand	Bestand	NN	positive	-/-/-	D
Bestehen	Bestehen	NN	positive	0.181818/0.636364/0.181818	D
Bestimmtheit	Bestimmtheit	NN	positive	-/-/-	D
Beständigkeit	Beständigkeit	NN	positive	-/-/-	D
Bestätigung	Bestätigung	NN	positive	0.0040/-/-	L
Beteiligung	Beteiligung	NN	positive	0.0040/-/-	L
Beteuerung	Beteuerung	NN	positive	-/-/-	D
Betriebsicherheit	Betriebsicherheit	NN	positive	-/-/-	D
Betriebsschutz	Betriebsschutz	NN	positive	-/-/-	D
Bevollmächtigung	Bevollmächtigung	NN	positive	-/-/-	D
Bewilligung	Bewilligung	NN	positive	-/-/-	D
Bewunderer	Bewunderer	NN	positive	0.0040/-/-	L
Bewunderung	Bewunderung	NN	positive	0.0040/-/-	L
Bewältigung	Bewältigung	NN	positive	-/-/-	D
Bezug	Bezug	NN	positive	0.357143/0.5/0.142857	D
Bildung	Bildung	NN	positive	0.0040/-/-	L
Bindekraft	Bindekraft	NN	positive	-/-/-	D
Bindigkeit	Bindigkeit	NN	positive	-/-/-	D
Bindung	Bindung	NN	positive	-/-/-	D
Blüte	Blüte	NN	positive	0.0040/-/-	L
Blütezeit	Blütezeit	NN	positive	-/-/-	D
Bombenerfolg	Bombenerfolg	NN	positive	-/-/-	D
Bonbon	Bonbon	NN	positive	-/-/-	D
Bonität	Bonität	NN	positive	0.0040/-/-	L
Bonus	Bonus	NN	positive	0.0040/-/-	L
Boom	Boom	NN	positive	0.0040/-/-	L
Brandung	Brandung	NN	positive	-/-/-	D
Brauch	Brauch	NN	positive	0.5/0.5/0	D
Brauchbarkeit	Brauchbarkeit	NN	positive	0/0/1	D
Brauchtum	Brauchtum	NN	positive	-/-/-	D
Bravoruf	Bravoruf	NN	positive	-/-/-	D
Bravour	Bravour	NN	positive	0/0/1	D
Brillanz	Brillanz	NN	positive	0.0040/-/-	L
Brook	Brook	NN	positive	-/-/-	D
Bruderhand	Bruderhand	NN	positive	-/-/-	D
Bruderkuß	Bruderkuß	NN	positive	-/-/-	D
Brüderlichkeit	Brüderlichkeit	NN	positive	0.0040/-/-	L
Bund	Bund	NN	positive	0.0040/-/-	L
Busserl	Busserl	NN	positive	-/-/-	D
Bussi	Bussi	NN	positive	-/-/-	D
Bußfertigkeit	Bußfertigkeit	NN	positive	-/-/-	D
Bärendienst	Bärendienst	NN	positive	-/-/-	D
Bündnis	Bündnis	NN	positive	0.0040/-/-	L
Bündnispartner	Bündnispartner	NN	positive	-/-/-	D
Bündnispolitik	Bündnispolitik	NN	positive	-/-/-	D
Bündnissystem	Bündnissystem	NN	positive	-/-/-	D
Bürge	Bürge	NN	positive	-/-/-	D
Bürger	Bürger	NN	positive	-/-/-	D
Caritas	Caritas	NN	positive	-/-/-	D
Champion	Champion	NN	positive	0.0040/-/-	L
Chance	Chance	NN	positive	0.2/0.56/0.24	D
Charakter	Charakter	NN	positive	0/1/0	D
Charakterstärke	Charakterstärke	NN	positive	-/-/-	D
Charisma	Charisma	NN	positive	0.0040/-/-	L
Charme	Charme	NN	positive	0.0040/-/-	L
Chip-Freigabe	Chip-Freigabe	NN	positive	-/-/-	D
Cleverness	Cleverness	NN	positive	0.0040/-/-	L
Comeback	Comeback	NN	positive	0.0712/-/-	L
Courage	Courage	NN	positive	-/-/-	D
Dank	Dank	NN	positive	0.495238/0.333333/0.171429	D
Dankbarkeit	Dankbarkeit	NN	positive	0.0040/-/-	L
Dankeschön	Dankeschön	NN	positive	1/0/0	D
Danksagung	Danksagung	NN	positive	0/1/0	D
Delikatesse	Delikatesse	NN	positive	-/-/-	D
Demut	Demut	NN	positive	-/-/-	D
Denkmalschutz	Denkmalschutz	NN	positive	-/-/-	D
Dessert	Dessert	NN	positive	-/-/-	D
Deutlichkeit	Deutlichkeit	NN	positive	-/-/-	D
Dichte	Dichte	NN	positive	-/-/-	D
Dichtigkeit	Dichtigkeit	NN	positive	1/0/0	D
Dichtkunst	Dichtkunst	NN	positive	-/-/-	D
Dienlichkeit	Dienlichkeit	NN	positive	-/-/-	D
Dienstbarkeit	Dienstbarkeit	NN	positive	-/-/-	D
Dienstzeugnis	Dienstzeugnis	NN	positive	-/-/-	D
Diligence	Diligence	NN	positive	-/-/-	D
Diskretion	Diskretion	NN	positive	0.0040/-/-	L
Disziplin	Disziplin	NN	positive	0.0611/-/-	L
Dividende	Dividende	NN	positive	-/-/-	D
Dreingabe	Dreingabe	NN	positive	-/-/-	D
Duft	Duft	NN	positive	0.2149/-/-	L
Durchbruch	Durchbruch	NN	positive	0.666667/0/0.333333	D
Durchführbarkeit	Durchführbarkeit	NN	positive	-/-/-	D
Durchschlagkraft	Durchschlagkraft	NN	positive	-/-/-	D
Durchsetzungsvermögen	Durchsetzungsvermögen	NN	positive	-/-/-	D
Durchzündung	Durchzündung	NN	positive	-/-/-	D
Dusel	Dusel	NN	positive	-/-/-	D
Dynamik	Dynamik	NN	positive	0.0040/-/-	L
Ebenbürtigkeit	Ebenbürtigkeit	NN	positive	-/-/-	D
Ebenmaß	Ebenmaß	NN	positive	-/-/-	D
Echtheit	Echtheit	NN	positive	0.0040/-/-	L
Eckpfeiler	Eckpfeiler	NN	positive	-/-/-	D
Eckstein	Eckstein	NN	positive	-/-/-	D
Edelmut	Edelmut	NN	positive	-/-/-	D
Edelstein	Edelstein	NN	positive	-/-/-	D
Effektivität	Effektivität	NN	positive	-/-/-	D
Effizienz	Effizienz	NN	positive	0.0040/-/-	L
Ehegelöbnis	Ehegelöbnis	NN	positive	-/-/-	D
Ehegelübde	Ehegelübde	NN	positive	-/-/-	D
Ehre	Ehre	NN	positive	0.0732/-/-	L
Ehrenbezeugung	Ehrenbezeugung	NN	positive	-/-/-	D
Ehrendame	Ehrendame	NN	positive	-/-/-	D
Ehrenpreis	Ehrenpreis	NN	positive	-/-/-	D
Ehrerbietung	Ehrerbietung	NN	positive	-/-/-	D
Ehrfurcht	Ehrfurcht	NN	positive	0.0040/-/-	L
Ehrlichkeit	Ehrlichkeit	NN	positive	0.0040/-/-	L
Ehrsamkeit	Ehrsamkeit	NN	positive	-/-/-	D
Ehrung	Ehrung	NN	positive	-/-/-	D
Ehrwürdigkeit	Ehrwürdigkeit	NN	positive	0.0040/-/-	L
Eifer	Eifer	NN	positive	0.0040/-/-	L
Eigenart	Eigenart	NN	positive	0/0/1	D
Eigeninitiative	Eigeninitiative	NN	positive	-/-/-	D
Eigenkapital	Eigenkapital	NN	positive	0.0040/-/-	L
Eigenständigkeit	Eigenständigkeit	NN	positive	0/1/0	D
Eignung	Eignung	NN	positive	0.0040/-/-	L
Einblick	Einblick	NN	positive	0.5/0.5/0	D
Eindeutigkeit	Eindeutigkeit	NN	positive	0.0040/-/-	L
Eindruck	Eindruck	NN	positive	0.262712/0.389831/0.347458	D
Einfallsreichtum	Einfallsreichtum	NN	positive	0.0040/-/-	L
Einfalt	Einfalt	NN	positive	-/-/-	D
Einfluß	Einfluß	NN	positive	0.714286/0/0.285714	D
Einfühlung	Einfühlung	NN	positive	-/-/-	D
Einfühlungsvermögen	Einfühlungsvermögen	NN	positive	-/-/-	D
Einhaltung	Einhaltung	NN	positive	0.0040/-/-	L
Einheit	Einheit	NN	positive	0.0040/-/-	L
Einheitlichkeit	Einheitlichkeit	NN	positive	0.0040/-/-	L
Einigkeit	Einigkeit	NN	positive	-/-/-	D
Einkauf	Einkauf	NN	positive	0.0040/-/-	L
Einlassung	Einlassung	NN	positive	-/-/-	D
Einnahme	Einnahme	NN	positive	0.0040/-/-	L
Einsatz	Einsatz	NN	positive	0.390909/0.472727/0.136364	D
Einsatzflexibilität	Einsatzflexibilität	NN	positive	-/-/-	D
Einsegnung	Einsegnung	NN	positive	-/-/-	D
Einsicht	Einsicht	NN	positive	0/0/1	D
Einsparung	Einsparung	NN	positive	0.0040/-/-	L
Eintracht	Eintracht	NN	positive	-/-/-	D
Einverständnis	Einverständnis	NN	positive	-/-/-	D
Einweihung	Einweihung	NN	positive	0.0040/-/-	L
Einwilligung	Einwilligung	NN	positive	-/-/-	D
Einzigartigkeit	Einzigartigkeit	NN	positive	0.0040/-/-	L
Elan	Elan	NN	positive	0/1/0	D
Eleganz	Eleganz	NN	positive	0.0040/-/-	L
Elektrifikation	Elektrifikation	NN	positive	-/-/-	D
Elektrifizierung	Elektrifizierung	NN	positive	-/-/-	D
Elektrisierung	Elektrisierung	NN	positive	-/-/-	D
Elite	Elite	NN	positive	-/-/-	D
Elitetruppe	Elitetruppe	NN	positive	-/-/-	D
Eloquenz	Eloquenz	NN	positive	-/-/-	D
Eminenz	Eminenz	NN	positive	-/-/-	D
Empathie	Empathie	NN	positive	0.0040/-/-	L
Empfehlung	Empfehlung	NN	positive	0.0040/-/-	L
Engagement	Engagement	NN	positive	0.2157/-/-	L
Engel	Engel	NN	positive	0.666667/0.166667/0.166667	D
Engelch	Engelch	NN	positive	-/-/-	D
Entgegenkommen	Entgegenkommen	NN	positive	0.5/0.5/0	D
Entgelt	Entgelt	NN	positive	-/-/-	D
Enthusiast	Enthusiast	NN	positive	1/0/0	D
Enthüllung	Enthüllung	NN	positive	-/-/-	D
Entlastung	Entlastung	NN	positive	0.0040/-/-	L
Entlohnung	Entlohnung	NN	positive	0.0040/-/-	L
Entscheidungsfreiheit	Entscheidungsfreiheit	NN	positive	-/-/-	D
Entschlackung	Entschlackung	NN	positive	-/-/-	D
Entschlossenheit	Entschlossenheit	NN	positive	-/-/-	D
Entschluß	Entschluß	NN	positive	0.0804/-/-	L
Entschlußfreudigkeit	Entschlußfreudigkeit	NN	positive	-/-/-	D
Entschlüsselung	Entschlüsselung	NN	positive	0.0040/-/-	L
Entschädigung	Entschädigung	NN	positive	0.0040/-/-	L
Entspannung	Entspannung	NN	positive	0.0875/-/-	L
Entspannungsgrad	Entspannungsgrad	NN	positive	-/-/-	D
Entwicklung	Entwicklung	NN	positive	0.230769/0.461538/0.307692	D
Entwirrung	Entwirrung	NN	positive	0.0040/-/-	L
Entzückung	Entzückung	NN	positive	-/-/-	D
Erbe	Erbe	NN	positive	0.0040/-/-	L
Erbschaft	Erbschaft	NN	positive	-/-/-	D
Erfahrung	Erfahrung	NN	positive	0.0040/-/-	L
Erfindungsgabe	Erfindungsgabe	NN	positive	-/-/-	D
Erfolg	Erfolg	NN	positive	0.3446/-/-	L
Erfolgserlebnis	Erfolgserlebnis	NN	positive	0.0884/-/-	L
Erfolgswirksamkeit	Erfolgswirksamkeit	NN	positive	-/-/-	D
Erfüllung	Erfüllung	NN	positive	0.0040/-/-	L
Ergebenheit	Ergebenheit	NN	positive	-/-/-	D
Ergebnis	Ergebnis	NN	positive	0.326923/0.490385/0.182692	D
Ergiebigkeit	Ergiebigkeit	NN	positive	0.0040/-/-	L
Ergänzung	Ergänzung	NN	positive	0.0040/-/-	L
Ergötzlichkeit	Ergötzlichkeit	NN	positive	-/-/-	D
Erhabenheit	Erhabenheit	NN	positive	-/-/-	D
Erhaltung	Erhaltung	NN	positive	0.0040/-/-	L
Erhebung	Erhebung	NN	positive	0/0/1	D
Erheiterung	Erheiterung	NN	positive	-/-/-	D
Erholung	Erholung	NN	positive	0.0865/-/-	L
Erholungsprozeß	Erholungsprozeß	NN	positive	-/-/-	D
Erhöhung	Erhöhung	NN	positive	0.0040/-/-	L
Erkenntlichkeit	Erkenntlichkeit	NN	positive	-/-/-	D
Erkenntnis	Erkenntnis	NN	positive	0/0.666667/0.333333	D
Erlaubnis	Erlaubnis	NN	positive	0.0040/-/-	L
Erlebensfall	Erlebensfall	NN	positive	-/-/-	D
Erlebnis	Erlebnis	NN	positive	0.5/0.214286/0.285714	D
Erleichterung	Erleichterung	NN	positive	0.0040/-/-	L
Erlesenheit	Erlesenheit	NN	positive	-/-/-	D
Erleuchtung	Erleuchtung	NN	positive	0.0040/-/-	L
Erlösung	Erlösung	NN	positive	0.0040/-/-	L
Ermutigung	Ermutigung	NN	positive	0.0040/-/-	L
Ermächtigung	Ermächtigung	NN	positive	-/-/-	D
Erneuerung	Erneuerung	NN	positive	0.0040/-/-	L
Ernsthaftigkeit	Ernsthaftigkeit	NN	positive	0.0040/-/-	L
Errettung	Errettung	NN	positive	-/-/-	D
Ersparnis	Ersparnis	NN	positive	0.0040/-/-	L
Erstanfertigung	Erstanfertigung	NN	positive	-/-/-	D
Erstaunen	Erstaunen	NN	positive	0.444444/0.333333/0.222222	D
Ertrag	Ertrag	NN	positive	0.0040/-/-	L
Erweckung	Erweckung	NN	positive	-/-/-	D
Erweiterung	Erweiterung	NN	positive	0.0040/-/-	L
Erzeugnis	Erzeugnis	NN	positive	0.0040/-/-	L
Euphorie	Euphorie	NN	positive	0/1/0	D
Ewigkeit	Ewigkeit	NN	positive	0.3/0.5/0.2	D
Exaktheit	Exaktheit	NN	positive	-/-/-	D
Experte	Experte	NN	positive	0.0040/-/-	L
Expertise	Expertise	NN	positive	0.0040/-/-	L
Exuberanz	Exuberanz	NN	positive	-/-/-	D
Exzellenz	Exzellenz	NN	positive	0.0040/-/-	L
